Assembly Accession	Assembly Name	Annotation Name	Annotation Release Date	Organism Name
GCA_019603395.1	ASM1960339v1			Cyrtorhinus lividipennis
GCF_025091365.1	ASM2509136v1	NCBI Daktulosphaira vitifoliae Annotation Release 100	2022-09-14	Daktulosphaira vitifoliae
GCA_018245355.1	SRR9330375			Dalla costala
GCA_018247615.1	SRR9330372			Dalla cyprius quinka
GCA_018245395.1	SRR9330374			Dalla eburones eburones
GCA_018245335.1	SRR9330377			Dalla quadristriga
GCF_025399875.1	Caltech_Dcor_3.1	GCF_025399875.1-RS_2024_05	2024-05-09	Dalotia coriaria
GCA_916720795.1	Dchry2.2	Annotation submitted by UNIVERSITY OF EDINBURGH	2022-07-13	Danaus chrysippus
GCA_018231745.1	SRR1552522			Danaus eresimus
GCA_018231765.1	SRR1552521			Danaus erippus
GCA_018231785.1	SRR1980588			Danaus gilippus
GCA_010014825.2	ASM1001482v2			Danaus melanippus
GCF_018135715.1	MEX_DaPlex	GCF_018135715.1-RS_2023_11	2023-11-16	Danaus plexippus
GCA_018248255.1	SRR7174550			Dardarina dardaris
GCA_949768715.1	icDasCerv2.1			Dascillus cervinus
GCA_028583605.1	ASM2858360v1			Dastarcus helophoroides
GCA_006980735.1	ASM698073v1			Dasypogon diadema
GCA_963555695.1	ilDasTemp1.1			Dasypolia templi
GCA_946251815.1	idDasAlbo1.1			Dasysyrphus albostriatus
GCA_963921185.1	idDasTrii1.1			Dasysyrphus tricinctus
GCA_913698455.1	Drufa1			Degeeriella rufa
GCA_949752805.1	ilDeiElpe2.1			Deilephila elpenor
GCA_905220455.2	ilDeiPorc1.2			Deilephila porcellus
GCA_027574845.2	Caltech_Dero_1.0			Deinopsis erosa
GCA_021234595.1	iDiv_DRa_1.0			Delia radicum
GCA_018230265.1	SRR4341246			Delias oraia
GCA_010014985.3	ASM1001498v3			Delias pasithoe
GCA_040113315.1	ASM4011331v1			Dendroctonus frontalis
GCF_020466585.1	Dpon_F_20191213v2	NCBI Dendroctonus ponderosae Annotation Release 101	2022-06-08	Dendroctonus ponderosae
GCA_024550625.1	ASM2455062v1			Dendroctonus valens
GCA_039645545.1	ASM3964554v1			Dendrolimus houi
GCA_019925095.2	A622	Annotation submitted by Southwest Forestry University	2022-12-02	Dendrolimus kikuchii
GCA_949752895.1	ilDenPini1.1			Dendrolimus pini
GCA_012273795.1	ASM1227379v1			Dendrolimus punctatus
GCA_031893035.1	CSIRO_AGI_Dalb_v1			Dermolepida albohirtum
GCA_030765065.1	ASM3076506v1			Deroplatys truncata
GCA_037040065.1	ASM3704006v1			Dettopsomyia nigrovittata
GCA_963924685.1	idDexCann1.1			Dexiosoma caninum
GCA_918026665.1	PGI_DIABBA_v3	Annotation submitted by ROTHAMSTED RESEARCH	2022-06-27	Diabrotica balteata
GCF_917563875.1	PGI_DIABVI_V3a	NCBI Diabrotica virgifera virgifera Annotation Release 101	2022-08-25	Diabrotica virgifera virgifera
GCF_001412515.2	Dall2.0	NCBI Diachasma alloeum Annotation Release 101	2019-05-07	Diachasma alloeum
GCF_034640455.1	iyDiaLong2	GCF_034640455.1-RS_2024_03	2024-03-27	Diachasmimorpha longicaudata
GCA_932294365.1	ilDiaChry1.1			Diachrysia chrysitis
GCA_037043255.1	ASM3704325v1			Diadegma fenestrale
GCA_027564275.1	ASM2756427v1			Diadocidia ferruginosa
GCA_009394715.1	ASM939471v1			Diadromus collaris
GCA_018237465.1	SRR10158564			Dianesia carteri
GCA_963583935.1	icDiaBole1.1			Diaperis boleti
GCA_949125395.1	ilDiaMend1.1			Diaphora mendica
GCF_000475195.1	Diaci psyllid genome assembly version 1.1	NCBI Diaphorina citri Annotation Release 102	2018-10-15	Diaphorina citri
GCA_034092305.1	Dabb_1.0			Diaprepes abbreviatus
GCA_949774965.1	ilDiaBrun1.1			Diarsia brunnea
GCA_949775195.1	ilDiaDahl1.1			Diarsia dahlii
GCA_949316265.1	ilDiaMeni1.1			Diarsia mendica
GCA_932274075.1	ilDiaRubi1.1			Diarsia rubi
GCA_035078745.1	ASM3507874v1			Diastata ussurica
GCA_918026875.4	PGI_DIATSA_v4	Annotation submitted by ROTHAMSTED RESEARCH	2022-10-08	Diatraea saccharalis
GCA_037075225.1	ASM3707522v1			Dichaetophora lindae
GCA_963920525.1	idDicObli2.1			Dichetophora obliterata
GCA_022817525.1	ASM2281752v1			Dichoteleas sp. ZL-2020
GCA_022817505.1	ASM2281750v1			Dicroscelio sp. ZL-2020
GCA_948252095.1	ilDicOoxx2.1			Dicycla oo
GCA_036711955.1	IU_Dgaz_1.0			Digitonthophagus gazella
GCA_947459985.1	ilDilCaer1.1			Diloba caeruleocephala
GCA_958336335.1	idDilFebr1.1			Dilophus febrilis
GCA_963920625.1	iyDinCocc1.1			Dinocampus coccinellae
GCF_001313825.1	ASM131382v1	NCBI Dinoponera quadriceps Annotation Release 100	2015-11-09	Dinoponera quadriceps
GCA_963930735.1	idDioLine1.1			Dioctria linearis
GCA_963924295.1	idDioRufi1.1			Dioctria rufipes
GCA_963693315.1	idDioGlab1.1			Diogma glabrata
GCA_037127375.1	Djun.assembly.v1.2			Dione juno
GCA_037178615.1	Avfl.assembly.v1.2			Dione vanillae
GCA_029229535.1	icDioCarn1.1			Diorhabda carinata
GCF_026250575.1	icDioCari1.1	GCF_026250575.1-RS_2023_06	2023-06-29	Diorhabda carinulata
GCA_026230145.1	icDioElon1.1			Diorhabda elongata
GCF_026230105.1	icDioSubl1.1	GCF_026230105.1-RS_2023_05	2023-05-30	Diorhabda sublineata
GCA_033557515.1	ASM3355751v1			Diorygopyx duplodentatus
GCA_963662125.1	iyDipLaet1.1			Diplazon laetatorius
GCA_027575565.1	ASM2757556v1			Diploeciton nevermanni
GCA_030998225.1	EGCE_D_rosae_709_Polished_219			Diplolepis rosae
GCA_030220185.1	Dpun_1.1	Annotation submitted by Westfaelische Wilhelms-University Muenster	2023-06-07	Diploptera punctata
GCF_021155765.1	iyDipSimi1.1	NCBI Diprion similis Annotation Release 100	2022-02-17	Diprion similis
GCA_004026295.1	ASM402629v1			Diptera sp. S2_005_002R2
GCA_963555665.1	ilDirLore1.1			Dircenna loreta
GCA_963691745.1	ilDitAngu1.1			Ditula angustiorana
GCF_001186385.1	Dnoxia_1.0	NCBI Diuraphis noxia Annotation Release 100	2016-02-01	Diuraphis noxia
GCA_964059355.1	ilDiuFage2.1			Diurnea fagella
GCA_018250115.1	SRR7174369			Doberes anticus
GCA_018492975.1	ASM1849297v1			Dolichomitus sp. PSUC_FEM 10030005
GCA_963082915.1	idDolGris1.1			Dolichopus griseipennis
GCA_018907195.1	ASM1890719v1			Dolichoris vasculosae
GCA_911387685.1	iyDolMedi1.1			Dolichovespula media
GCA_911387935.1	iyDolSaxo1.1			Dolichovespula saxonica
GCA_918808275.2	iyDolSylv1.2			Dolichovespula sylvestris
GCA_033060865.1	AHU_Dhop_1.0			Dorcus hopei
GCA_958336345.1	icDorPara1.1			Dorcus parallelipipedus
GCA_027580035.1	ASM2758003v1			Dorylogaster longipes
GCA_027564475.1	ASM2756447v1			Doxocopa laurentia
GCA_016069955.1	CAR_DARC_1.0			Drepana arcuata
GCA_945859725.1	ilDreFalc1.1			Drepana falcataria
GCA_948098885.1	ihDrePlat2.1			Drepanosiphum platanoidis
GCA_018251635.1	SRR7174386			Drephalys kidonoi
GCA_963989225.1	icDroQuad1.1			Dromius quadrimaculatus
GCA_035046005.1	ASM3504600v1			Drosophila acutilabella
GCA_018903765.1	ASM1890376v1			Drosophila aff. chauvacae BK-2020
GCA_037356375.1	KU_Daffinis_5.1			Drosophila affinis
GCF_009650485.2	ASM965048v2	NCBI Drosophila albomicans Annotation Release 101	2022-11-10	Drosophila albomicans
GCA_035045965.1	ASM3504596v1			Drosophila aldrichi
GCA_035041765.1	ASM3504176v1			Drosophila algonquin
GCA_018150905.1	ASM1815090v1			Drosophila ambigua
GCA_030788265.1	Dame_AGI_RSII-ME			Drosophila americana
GCF_017639315.1	ASM1763931v2	NCBI Drosophila ananassae Annotation Release 102	2021-10-14	Drosophila ananassae
GCA_035045945.1	ASM3504594v1			Drosophila anceps
GCA_035046425.1	ASM3504642v1			Drosophila anomalata
GCA_035041615.1	ASM3504161v1			Drosophila anomalipes
GCA_035045905.1	ASM3504590v1			Drosophila anomelani
GCA_030914385.1	Dato			Drosophila antonietae
GCA_018151165.1	ASM1815116v1			Drosophila arawakana
GCF_001654025.1	ASM165402v1	NCBI Drosophila arizonae Annotation Release 100	2016-08-24	Drosophila arizonae
GCA_008042795.1	UCB_Dasa_1.0			Drosophila asahinai
GCA_008121215.1	UCBerk_Dath_EB_1.0			Drosophila athabasca
GCA_035045925.1	ASM3504592v1			Drosophila atripex
GCA_035041605.1	ASM3504160v1			Drosophila atroscutellata
GCA_008042615.1	UCB_Daur_1.0			Drosophila auraria
GCA_035045865.1	ASM3504586v1			Drosophila austrosaltans
GCA_005876895.1	DaztRS1			Drosophila azteca
GCA_018874675.1	ASM1887467v1			Drosophila baimaii
GCA_018874595.1	ASM1887459v1			Drosophila barbarae
GCA_035041595.1	ASM3504159v1			Drosophila basisetae
GCF_025231255.1	RU_DBia_V1.1	NCBI Drosophila biarmipes Annotation Release 103	2022-09-28	Drosophila biarmipes
GCA_009664405.1	UCBerk_Dbif_1.0			Drosophila bifasciata
GCF_018153845.1	ASM1815384v1	NCBI Drosophila bipectinata Annotation Release 102	2021-08-20	Drosophila bipectinata
GCA_035046345.1	ASM3504634v1			Drosophila birchii
GCA_008042715.1	UCB_Dboc_1.0			Drosophila bocki
GCA_018151655.1	ASM1815165v1			Drosophila bocqueti
GCA_030914335.1	Dbrb			Drosophila borborema
GCA_035045885.1	ASM3504588v1			Drosophila borealis
GCA_035046265.1	ASM3504626v1			Drosophila bunnanda
GCA_008042655.1	UCB_Dbur_1.0			Drosophila burlai
GCF_011750605.1	ASM1175060v1	NCBI Drosophila busckii Annotation Release 101	2020-03-31	Drosophila busckii
GCA_035045845.1	ASM3504584v1			Drosophila buzzatii
GCA_018903735.1	ASM1890373v1			Drosophila cardini
GCA_018152295.1	ASM1815229v1			Drosophila carrolli
GCA_018905695.1	ASM1890569v1			Drosophila chauvacae
GCA_035041535.1	ASM3504153v1			Drosophila cognata
GCA_035041545.1	ASM3504154v1			Drosophila colorata
GCA_035041375.1	ASM3504137v1			Drosophila conformis
GCA_035042505.1	ASM3504250v1			Drosophila cracens
GCA_035041335.1	ASM3504133v1			Drosophila crucigera
GCA_035042485.1	ASM3504248v1			Drosophila cyrtoloma
GCA_035042405.1	ASM3504240v1			Drosophila demipolita
GCA_037043665.1	ASM3704366v1			Drosophila differens
GCA_018874655.1	ASM1887465v1			Drosophila diplacantha
GCA_035042365.1	ASM3504236v1			Drosophila dives
GCA_018152125.1	ASM1815212v1			Drosophila dunni
GCF_018152505.1	ASM1815250v1	NCBI Drosophila elegans Annotation Release 102	2021-05-18	Drosophila elegans
GCA_037075365.1	ASM3707536v1			Drosophila emarginata
GCA_035042385.1	ASM3504238v1			Drosophila engyochracea
GCA_035045825.1	ASM3504582v1			Drosophila eohydei
GCA_018150345.1	ASM1815034v1			Drosophila equinoxialis
GCA_018150545.1	ASM1815054v1			Drosophila ercepeae
GCF_003286155.1	DereRS2	NCBI Drosophila erecta Annotation Release 101	2018-11-01	Drosophila erecta
GCF_018153835.1	ASM1815383v1	NCBI Drosophila eugracilis Annotation Release 102	2021-05-25	Drosophila eugracilis
GCA_035045725.1	ASM3504572v1			Drosophila ezoana
GCA_035045575.1	ASM3504557v1			Drosophila falleni
GCF_018152265.1	ASM1815226v1	NCBI Drosophila ficusphila Annotation Release 102	2021-08-20	Drosophila ficusphila
GCA_035042425.1	ASM3504242v1			Drosophila flavopinicola
GCA_035045625.1	ASM3504562v1			Drosophila formosana
GCA_035045555.1	ASM3504555v1			Drosophila fulvimacula
GCA_018901825.1	ASM1890182v1			Drosophila funebris
GCA_035042345.1	ASM3504234v1			Drosophila fungiperda
GCA_018153365.1	ASM1815336v1			Drosophila fuyamai
GCA_035045545.1	ASM3504554v1			Drosophila gaucha
GCA_035042305.1	ASM3504230v1			Drosophila glabriapex
GCA_018874515.1	ASM1887451v1			Drosophila greeni
GCF_018153295.1	ASM1815329v1	NCBI Drosophila grimshawi Annotation Release 103	2021-08-19	Drosophila grimshawi
GCF_900245975.1	DGUA_6	NCBI Drosophila guanche Annotation Release 100	2020-05-07	Drosophila guanche
GCF_025200985.1	Dgunungcola_SK_2	GCF_025200985.1-RS_2023_01	2023-01-12	Drosophila gunungcola
GCA_035045345.1	ASM3504534v1			Drosophila hamatofila
GCA_037043685.1	ASM3704368v1			Drosophila hawaiiensis
GCA_963969585.1	idDroHelv2.1			Drosophila helvetica
GCA_035042245.1	ASM3504224v1			Drosophila heteroneura
GCA_958299025.2	idDroHist2.2			Drosophila histrio
GCF_003285905.1	DhydRS2	NCBI Drosophila hydei Annotation Release 101	2019-08-05	Drosophila hydei
GCA_963583835.1	idDroImmi1.1			Drosophila immigrans
GCA_035042265.1	ASM3504226v1			Drosophila imparisetae
GCA_035042225.1	ASM3504222v1			Drosophila incognita
GCA_035042205.1	ASM3504220v1			Drosophila infuscata
GCF_004354385.1	UK_Dinn_1.0	NCBI Drosophila innubila Annotation Release 100	2020-05-07	Drosophila innubila
GCA_004354385.2	ASM435438v2			Drosophila innubila
GCA_018903935.1	ASM1890393v1			Drosophila insularis
GCA_021223825.1	ASM2122382v1	Annotation submitted by BGI-Shenzhen	2021-12-17	Drosophila ironensis
GCA_018152175.1	ASM1815217v1			Drosophila jambulina
GCA_035042185.1	ASM3504218v1			Drosophila kambysellisi
GCA_008042475.1	UCB_Dkan_1.0			Drosophila kanapiae
GCA_037075305.1	ASM3707530v1			Drosophila kanekoi
GCA_023558455.1	ASM2355845v1			Drosophila kepulauana
GCF_018152535.1	ASM1815253v1	NCBI Drosophila kikkawai Annotation Release 102	2021-05-20	Drosophila kikkawai
GCA_030914345.1	DkoeB			Drosophila koepferae
GCA_019972355.1	D_kohkoa_1.0			Drosophila kohkoa
GCA_035042145.1	ASM3504214v1			Drosophila kokeensis
GCA_035042165.1	ASM3504216v1			Drosophila kuntzei
GCA_018153305.1	ASM1815330v1			Drosophila kurseongensis
GCA_004143845.1	ASM414384v1			Drosophila lacertosa
GCA_035045355.1	ASM3504535v1			Drosophila lacicola
GCA_008044355.1	UCB_Dlac_1.0			Drosophila lacteicornis
GCA_035045365.1	ASM3504536v1			Drosophila leonis
GCA_008042735.1	UCB_Dleo_1.0			Drosophila leontia
GCA_963924055.1	idDroLimb2.1			Drosophila limbata
GCA_018905715.1	ASM1890571v1			Drosophila lini
GCA_018903485.1	ASM1890348v1			Drosophila littoralis
GCA_035042125.1	ASM3504212v1			Drosophila longiperda
GCA_008121275.1	UCBerk_Dlow_1.0			Drosophila lowei
GCA_037075285.1	ASM3707528v1			Drosophila lutescens
GCA_035042075.1	ASM3504207v1			Drosophila macrospina
GCA_035042055.1	ASM3504205v1			Drosophila macrothrix
GCA_035045305.1	ASM3504530v1			Drosophila maculinotata
GCA_018153235.1	ASM1815323v1			Drosophila malerkotliana malerkotliana
GCF_004382145.1	ASM438214v1	NCBI Drosophila mauritiana Annotation Release 100	2020-04-07	Drosophila mauritiana
GCA_037075325.1	ASM3707532v1			Drosophila mayaguana
GCA_008042485.1	UCB_Dmay_1.0			Drosophila mayri
GCA_004143765.1	ASM414376v1			Drosophila melanica
GCA_037043625.1	ASM3704362v1			Drosophila melanocephala
GCF_000001215.4	Release 6 plus ISO1 MT	FlyBase Release 6.54	2023-12-26	Drosophila melanogaster
GCA_035042045.1	ASM3504204v1			Drosophila melanosoma
GCA_961210405.1	dmerc_wildtype_assembly			Drosophila mercatorum
GCA_035045185.1	ASM3504518v1			Drosophila meridiana
GCA_035045145.1	ASM3504514v1			Drosophila meridionalis
GCA_035047645.1	ASM3504764v1			Drosophila merina
GCA_035047625.1	ASM3504762v1			Drosophila mettleri
GCA_004143825.1	ASM414382v1			Drosophila micromelanica
GCA_037075245.1	ASM3707524v1			Drosophila mimetica
GCA_037043585.1	ASM3704358v1			Drosophila mimica
GCF_003369915.1	D.miranda_PacBio2.1	NCBI Drosophila miranda Annotation Release 102	2020-04-08	Drosophila miranda
GCF_018153725.1	ASM1815372v1	NCBI Drosophila mojavensis Annotation Release 102	2021-09-24	Drosophila mojavensis
GCA_035047585.1	ASM3504758v1			Drosophila monieri
GCF_035044405.1	ASM3504440v1	GCF_035044405.1-RS_2024_04	2024-04-22	Drosophila montana
GCA_035047565.1	ASM3504756v1			Drosophila mulleri
GCA_037043605.1	ASM3704360v1			Drosophila multiciliata
GCA_018904325.1	ASM1890432v1			Drosophila murphyi
GCA_020883555.1	orgogozo-p-161206-1			Drosophila nannoptera
GCF_023558535.2	ASM2355853v2	GCF_023558535.1-RS_2023_11	2023-11-04	Drosophila nasuta
GCF_001654015.2	UFRJ_Dnav_4.2	NCBI Drosophila navojoa Annotation Release 101	2019-08-09	Drosophila navojoa
GCA_024703675.1	RU_Dneb_q3p			Drosophila nebulosa
GCA_018903615.1	ASM1890361v1			Drosophila neocordata
GCA_005889595.1	DR_NNAS_KL_v1			Drosophila neonasuta
GCA_037043555.1	ASM3704355v1			Drosophila neoperkinsi
GCA_035044365.1	ASM3504436v1			Drosophila neotestacea
GCA_035044385.1	ASM3504438v1			Drosophila neutralis
GCA_037075265.1	ASM3707526v1			Drosophila nigricruria
GCA_035044305.1	ASM3504430v1			Drosophila nigritarsus
GCA_020829145.1	ASM2082914v1			Drosophila nigrodunni
GCA_004149465.1	ASM414946v1			Drosophila nigromelanica
GCA_008042635.1	UCB_Dnik_1.0			Drosophila nikananu
GCA_035046325.1	ASM3504632v1			Drosophila niveifrons
GCF_003285875.2	DnovRS2.1	NCBI Drosophila novamexicana Annotation Release 100	2019-08-28	Drosophila novamexicana
GCA_035044245.1	ASM3504424v1			Drosophila nr. fundita
GCA_035044325.1	ASM3504432v1			Drosophila nr. medialis 2 BK-2023a
GCA_035044225.1	ASM3504422v1			Drosophila nr. medialis 3 BK-2023a
GCA_035044165.1	ASM3504416v1			Drosophila nr. perissopoda 1 BK-2023a
GCA_035044105.1	ASM3504410v1			Drosophila nr. perissopoda 5 BK-2023a
GCF_018151105.1	ASM1815110v1	NCBI Drosophila obscura Annotation Release 101	2021-05-11	Drosophila obscura
GCA_035044125.1	ASM3504412v1			Drosophila ochracea
GCA_018904815.1	ASM1890481v1			Drosophila ogumai
GCA_018905755.1	ASM1890575v1			Drosophila ohnishii
GCA_005876975.1	DoreRS1			Drosophila orena
GCA_018904745.1	ASM1890474v1			Drosophila orosa
GCA_018150695.1	ASM1815069v1			Drosophila oshimai
GCA_020883565.1	orgogozo-p-171030-0			Drosophila pachea
GCA_023558445.1	ASM2355844v1			Drosophila pallidifrons
GCA_021223865.1	ASM2122386v1	Annotation submitted by BGI-Shenzhen	2021-12-17	Drosophila pandora
GCA_018153455.1	ASM1815345v1			Drosophila parabipectinata
GCA_035044025.1	ASM3504402v1			Drosophila paracracens
GCA_035043915.1	ASM3504391v1			Drosophila paramelanica
GCA_035047545.1	ASM3504754v1			Drosophila paranaensis
GCA_035047505.1	ASM3504750v1			Drosophila parthenogenetica
GCA_018904695.1	ASM1890469v1			Drosophila parvula
GCA_035043875.1	ASM3504387v1			Drosophila paucipuncta
GCA_018152135.1	ASM1815213v1			Drosophila paulistorum
GCA_008042775.1	UCB_Dpec_1.0			Drosophila pectinifera
GCA_035046225.1	ASM3504622v1			Drosophila pegasa
GCA_035047485.1	ASM3504748v1			Drosophila peninsularis
GCA_035043855.1	ASM3504385v1			Drosophila percnosoma
GCF_003286085.1	DperRS2	NCBI Drosophila persimilis Annotation Release 101	2018-11-05	Drosophila persimilis
GCA_951394115.2	idDroPhal2.2			Drosophila phalerata
GCA_035043845.1	ASM3504384v1			Drosophila picticornis
GCA_035043785.1	ASM3504378v1			Drosophila planitibia
GCA_036346975.1	ASM3634697v1			Drosophila prolongata
GCA_018151275.1	ASM1815127v1			Drosophila prosaltans
GCA_037075205.1	ASM3707520v1			Drosophila prostipennis
GCA_018150935.1	ASM1815093v1			Drosophila pruinosa
GCA_018153035.1	ASM1815303v1			Drosophila pseudoananassae pseudoananassae
GCF_009870125.1	UCI_Dpse_MV25	NCBI Drosophila pseudoobscura Annotation Release 104	2020-04-08	Drosophila pseudoobscura
GCA_035046095.1	ASM3504609v1			Drosophila pseudotakahashii
GCA_037075185.1	ASM3707518v1			Drosophila pseudotalamancana
GCA_035043795.1	ASM3504379v1			Drosophila pullipes
GCA_008042585.1	UCB_Dpun_1.0			Drosophila punjabiensis
GCA_037043535.1	ASM3704353v1			Drosophila putrida
GCA_018150725.1	ASM1815072v1			Drosophila quadrilineata
GCA_035043665.1	ASM3504366v1			Drosophila quasianomalipes
GCA_035047525.1	ASM3504752v1			Drosophila quinaria
GCA_037043495.1	ASM3704349v1			Drosophila recens
GCA_035043635.1	ASM3504363v1			Drosophila rellima
GCA_018903745.1	ASM1890374v1			Drosophila repleta
GCA_018150835.1	ASM1815083v1			Drosophila repletoides
GCF_018152115.1	ASM1815211v1	NCBI Drosophila rhopaloa Annotation Release 102	2021-10-07	Drosophila rhopaloa
GCA_035043565.1	ASM3504356v1			Drosophila robusta
GCA_035046165.1	ASM3504616v1			Drosophila rubida
GCA_018153105.1	ASM1815310v1			Drosophila rufa
GCA_018903575.1	ASM1890357v1			Drosophila saltans
GCF_016746245.2	Prin_Dsan_1.1	NCBI Drosophila santomea Annotation Release 101	2021-09-24	Drosophila santomea
GCF_004382195.2	ASM438219v2	NCBI Drosophila sechellia Annotation Release 101	2020-03-03	Drosophila sechellia
GCA_035043575.1	ASM3504357v1			Drosophila seclusa
GCA_008042675.1	UCB_Dseg_1.0			Drosophila seguyi
GCF_002093755.2	Dser1.1	NCBI Drosophila serrata Annotation Release 100	2017-05-02	Drosophila serrata
GCA_021224005.1	ASM2122400v1	Annotation submitted by BGI-Shenzhen	2021-12-17	Drosophila setifemur
GCA_035043505.1	ASM3504350v1			Drosophila setosimentum
GCA_035047445.1	ASM3504744v1			Drosophila siamana
GCA_035043445.1	ASM3504344v1			Drosophila silvestris
GCF_016746395.2	Prin_Dsim_3.1	NCBI Drosophila simulans Annotation Release 103	2021-10-28	Drosophila simulans
GCA_035043295.1	ASM3504329v1			Drosophila sordidapex
GCA_035047465.1	ASM3504746v1			Drosophila sordidula
GCA_018150735.1	ASM1815073v1			Drosophila sp. 14030-0761.01
GCA_018901795.1	ASM1890179v1			Drosophila sp. st01m
GCA_018904355.1	ASM1890435v1			Drosophila sproati
GCA_035047405.1	ASM3504740v1			Drosophila stalkeri
GCA_018150375.1	ASM1815037v1			Drosophila sturtevanti
GCF_008121235.1	UCBerk_Dsub_1.0	NCBI Drosophila subobscura Annotation Release 100	2020-06-01	Drosophila subobscura
GCA_037043435.1	ASM3704343v1			Drosophila suboccidentalis
GCF_014743375.2	RU_Dsub_v1.1	NCBI Drosophila subpulchrella Annotation Release 100	2020-11-19	Drosophila subpulchrella
GCA_037043405.1	ASM3704340v1			Drosophila subquinaria
GCA_035043285.1	ASM3504328v1			Drosophila subsilvestris
GCA_018150745.1	ASM1815074v1			Drosophila sucinea
GCF_023558435.1	ASM2355843v2	GCF_023558435.1-RS_2024_01	2024-01-11	Drosophila sulfurigaster albostrigata
GCF_013340165.1	LBDM_Dsuz_2.1.pri	NCBI Drosophila suzukii Annotation Release 102	2020-10-22	Drosophila suzukii
GCF_018152695.1	ASM1815269v1	NCBI Drosophila takahashii Annotation Release 102	2021-10-14	Drosophila takahashii
GCA_008042535.1	UCB_Dtan_1.0			Drosophila tani
GCA_035043275.1	ASM3504327v1			Drosophila tanythrix
GCF_016746235.2	Prin_Dtei_1.1	NCBI Drosophila teissieri Annotation Release 100	2021-09-21	Drosophila teissieri
GCA_035043265.1	ASM3504326v1			Drosophila testacea
GCA_018874455.1	ASM1887445v1			Drosophila trapezifrons
GCA_014170255.2	RU_Dtri_1.1			Drosophila triauraria
GCA_035043205.1	ASM3504320v1			Drosophila trichaetosa
GCA_035047385.1	ASM3504738v1			Drosophila tripunctata
GCA_018150885.1	ASM1815088v1			Drosophila tristis
GCA_018151085.1	ASM1815108v1			Drosophila tropicalis
GCA_008042515.1	UCB_Dtru_1.0			Drosophila truncata
GCA_018904565.1	ASM1890456v1			Drosophila tsacasi
GCA_035047365.1	ASM3504736v1			Drosophila ustulata
GCA_035047325.1	ASM3504732v1			Drosophila vallismaia
GCA_018150405.1	ASM1815040v1			Drosophila varians
GCA_035043025.1	ASM3504302v1			Drosophila villosipedis
GCF_003285735.1	DvirRS2	NCBI Drosophila virilis Annotation Release 103	2020-02-04	Drosophila virilis
GCA_008042575.1	UCB_Dwat_1.0			Drosophila watanabei
GCF_018902025.1	UCI_dwil_1.1	NCBI Drosophila willistoni Annotation Release 102	2022-03-01	Drosophila willistoni
GCF_016746365.2	Prin_Dyak_Tai18E2_2.1	NCBI Drosophila yakuba Annotation Release 102	2021-08-16	Drosophila yakuba
GCA_035043035.1	ASM3504303v1			Drosophila yooni
GCA_039881145.1	UF_Dhil_1.0			Druceiella hillmani
GCA_010014905.2	ASM1001490v2			Druon quercuslanigerum
GCA_027574885.2	Caltech_Dcan_1.0			Drusilla canaliculata
GCA_022651775.1	ASM2265177v1			Drusus annulatus
GCA_032432895.1	Dpha.assembly.v1.2			Dryadula phaetusa
GCA_019049465.1	Diul.assembly.v1.1			Dryas iulia moderata
GCA_947859195.1	ilDryRufi1.1			Drymonia ruficornis
GCA_947523025.1	ilDryLabe1.1			Dryobota labecula
GCA_917490735.1	ilDryErem1.1			Dryobotodes eremita
GCA_029891345.1	Daus_2.0	Annotation submitted by Australian National University	2023-04-28	Dryococelus australis
GCA_038277395.1	ASM3827739v1			Dryocosmus kuriphilus
GCA_951804985.1	idDryAnil2.1			Dryomyza anilis
GCF_001272555.1	ASM127255v1	NCBI Dufourea novaeangliae Annotation Release 100	2016-02-08	Dufourea novaeangliae
GCA_018247115.1	SRR7174569			Duroca duroca duroca
GCA_018902295.1	ASM1890229v1			Dusona sp. PSUC_FEM 10030013
GCA_029619325.2	ASM2961932v2			Dynastes grantii
GCA_029619255.2	ASM2961925v2			Dynastes hyllus
GCA_029619315.2	ASM2961931v2			Dynastes maya
GCA_029618875.2	ASM2961887v2			Dynastes tityus
GCA_018249995.1	SRR7174379			Dyscophellus porcius
GCA_949715965.1	idDysTrig1.1			Dysmachus trigonus
GCA_963669185.1	iyDysLute2.1			Dyspetes luteomarginatus
GCA_018251735.1	SRR7174365			Eantis mithridates tamenund
GCA_018251775.1	SRR7174366			Eantis pallida
GCA_018249015.1	SRR7174431			Eantis tosta
GCA_027574905.2	Caltech_Eden_1.0			Earota dentata
GCA_018250995.1	SRR7174464			Ebrietas anacreon
GCA_949318235.1	ieEcdTorr1.1			Ecdyonurus torrentis
GCA_030557295.1	Caltech_Eda_1.0			Ecitodaemon sp. MM-2014
GCA_027574925.1	ASM2757492v1			Ecitoglossa quadriceps
GCA_913698445.1	Earac4			Ecitomorpha arachnoides
GCA_020341155.1	Ebur_v1.0	Annotation submitted by Eciton burchellii genome consortium	2021-10-07	Eciton burchellii
GCA_027574965.2	Caltech_Esim_1.0			Ecitophya simulans
GCA_932527185.1	ilEclSila1.1			Ecliptopera silaceata
GCA_964023945.1	iyEctCavi1.1			Ectemnius cavifrons
GCA_910591665.1	iyEctCont1.1			Ectemnius continuus
GCA_910593735.2	iyEctLitu1.2			Ectemnius lituratus
GCA_964059185.1	ibEctPall1.hap1.1			Ectobius pallidus
GCA_018251055.1	SRR7174448			Ectomis asine
GCA_018248775.1	SRR7174449			Ectomis labriaris
