Assembly Accession	Assembly Name	Annotation Name	Annotation Release Date	Organism Name
GCA_013467495.1	ASM1346749v1	Annotation submitted by Mississippi State University	2020-09-03	Gossypium gossypioides
GCA_013677255.1	ASM1367725v1	Annotation submitted by Mississippi State University	2020-09-03	Gossypium harknessii
GCA_025502765.1	ASM2550276v1			Gossypium herbaceum
GCF_007990345.1	Gossypium_hirsutum_v2.1	NCBI Gossypium hirsutum Annotation Release 101	2021-03-25	Gossypium hirsutum
GCA_013677235.1	ASM1367723v1	Annotation submitted by Mississippi State University	2020-09-03	Gossypium klotzschianum
GCA_013511315.1	ASM1351131v1	Annotation submitted by Mississippi State University	2020-09-03	Gossypium laxum
GCA_013467485.1	ASM1346748v1	Annotation submitted by Mississippi State University	2020-09-03	Gossypium lobatum
GCA_025698465.1	ASM2569846v1			Gossypium longicalyx
GCA_017165895.1	ASM1716589v1			Gossypium mustelinum
GCF_025698545.1	ASM2569854v1	NCBI Gossypium raimondii Annotation Release 101	2022-12-07	Gossypium raimondii
GCA_025506655.1	ASM2550665v1			Gossypium rotundifolium
GCA_013677275.1	ASM1367727v1	Annotation submitted by Mississippi State University	2020-09-03	Gossypium schwendimanii
GCA_020496765.1	ZSTU_Gsto	Annotation submitted by zstu	2021-10-14	Gossypium stocksii
GCA_025698515.1	ASM2569851v1			Gossypium sturtianum
GCA_004027125.1	Gothu_v1			Gossypium thurberi
GCA_018144435.1	ASM1814443v1			Gossypium tomentosum
GCA_013467465.1	ASM1346746v1	Annotation submitted by Mississippi State University	2020-09-03	Gossypium trilobum
GCA_008044935.1	ASM804493v1			Gossypium turneri
GCA_036346375.1	KIB_Gang_2			Guadua angustifolia
GCA_036759665.1	G_gynandra_v3.0			Gynandropsis gynandra
GCA_020080225.1	ASM2008022v1			Gynochthodes officinalis
GCA_028015215.1	ASM2801521v1			Gynostemma pentaphyllum
GCA_032274805.1	ASM3227480v1			Gypsophila paniculata
GCA_907163345.1	Genome assembly of Haberlea rhodopensis			Haberlea rhodopensis
GCA_017140935.1	Hvir_nuclei_sn_run2_2			Hamamelis virginiana
GCA_014898755.1	HAGU_1.0			Handroanthus guayacan
GCA_002762385.1	Himp0.1	Annotation submitted by Laboratorio de Genetica & Biodiversidade, Instituto de Ciencias Biologicas,Universidade Federal de Goias	2022-11-17	Handroanthus impetiginosus
GCA_947179155.2	drHedHeli1.2			Hedera helix
GCA_038050645.1	ASM3805064v1			Hedychium gardnerianum
GCA_032360265.1	ASM3236026v1			Heliamphora ciliata
GCA_034768845.1	ASM3476884v1			Heliamphora exappendiculata
GCA_032270985.1	ASM3227098v1			Heliamphora pulchella
GCF_002127325.2	HanXRQr2.0-SUNRISE	NCBI Helianthus annuus Annotation Release 101	2020-08-11	Helianthus annuus
GCA_030545235.1	HelTub_1.0			Helianthus tuberosus
GCA_949592205.1	Humb_v1			Helichrysum umbraculigerum
GCA_900406365.1	ASM90040636v1			Heliophila coronopifolia
GCA_022085475.1	ASM2208547v1	Annotation submitted by Plant Ecological Genomics, University of Vienna	2022-02-08	Heliosperma pusillum
GCA_017893485.1	ASM1789348v1			Hemerocallis citrina
GCA_033568475.2	ASM3356847v2			Henckelia pumila
GCA_030848705.1	IITP_Hsosn_ver7	Annotation submitted by Institute for Information Transmission Problems	2023-08-22	Heracleum sosnowskyi
GCA_032173925.1	Heritiera_fomes_HiFi_genome_assembly			Heritiera fomes
GCA_031772115.1	ASM3177211v1			Heritiera littoralis
GCA_028017165.1	ASM2801716v1			Herpetospermum pedunculosum
GCF_002168275.1	ASM216827v2	NCBI Herrania umbratica Annotation Release 100	2017-06-08	Herrania umbratica
GCA_024362995.1	drHetArbu1.0.p			Heteromeles arbutifolia
GCF_030052815.1	ASM3005281v1	GCF_030052815.1-RS_2023_06	2023-06-29	Hevea brasiliensis
GCA_019671005.1	ASM1967100v1			Hibiscus mutabilis
GCA_038485145.1	ASM3848514v1	Annotation submitted by KAIST	2024-04-25	Hibiscus sabdariffa
GCF_006381635.1	ASM638163v2	NCBI Hibiscus syriacus Annotation Release 100	2021-01-21	Hibiscus syriacus
GCA_958450335.1	ddHibTrid2.1			Hibiscus tridactylites
GCA_030270665.1	Htrionum_1.0	Annotation submitted by Biological Networks Laboratory, National Institute of Genetics	2023-05-27	Hibiscus trionum
GCA_030763125.1	ASM3076312v1			Hippophae gyantsensis
GCA_033030585.1	KIB_Fhip_1.0			Hippophae rhamnoides
GCA_037013495.1	ASM3701349v1			Hippophae tibetana
GCA_026261945.1	ASM2626194v1	Annotation submitted by Wageningen University & Research	2022-11-21	Hirschfeldia incana
GCA_900070015.1	Hordeum_bulbosum_assembly1			Hordeum bulbosum
GCA_022496015.1	ASM2249601v1			Hordeum marinum
GCA_000582825.1	Hordeum_pubiflorum_assembly1			Hordeum pubiflorum
GCF_904849725.1	MorexV3_pseudomolecules_assembly	NCBI Hordeum vulgare subsp. vulgare Annotation Release 100	2021-11-02	Hordeum vulgare subsp. vulgare
GCA_039654745.1	CUHK_Hcor_1			Houttuynia cordata
GCA_036346395.1	KIB_Hcal_1			Hsuehochloa calcarea
GCF_963169125.1	drHumLupu1.1	GCF_963169125.1-RS_2024_01	2024-01-04	Humulus lupulus
GCA_948208565.1	Hc-NTBG20172064-DRAFT-NextGenCassava-1.0			Hura crepitans
GCA_031762755.1	ASM3176275v1			Hyacinthus orientalis
GCA_033977485.1	Hmc_EndlessSummer_p1.0			Hydrangea macrophylla
GCA_964106935.1	drHydVulg1.hap1.1			Hydrocotyle vulgaris
GCA_030278955.1	ASM3027895v1			Hygrophila difformis
GCA_026586105.1	ASM2658610v1			Hylodesmum podocarpum
GCA_015847255.1	Hd-A1025-Draft-PanAnd-1.0			Hyparrhenia diplandra
GCA_963995505.1	ddHypAndr1.1			Hypericum androsaemum
GCA_964106675.1	ddHypHirs1.hap1.1			Hypericum hirsutum
GCA_012979155.1	hypericum.10X.300bp			Hypericum perforatum
GCA_964106755.1	ddHypPulc1.hap1.1			Hypericum pulchrum
GCA_036898025.1	ASM3689802v1			Hypseocharis bilobata
GCA_900406375.1	ASM90040637v1			Iberis amara
GCA_900406425.1	ASM90040642v1			Iberis pinnata
GCA_951799425.1	drIleAqui2.1			Ilex aquifolium
GCA_023539305.1	CUHK_Ilex_v2.1			Ilex asprella
GCA_963454935.2	ILEXP v3	Annotation submitted by UNIVERSIDAD DE BUENOS AIRES	2024-03-02	Ilex paraguariensis
GCF_907164915.1	dImpGla2.1	NCBI Impatiens glandulifera Annotation Release 100	2022-04-01	Impatiens glandulifera
GCA_963855925.1	drIngLaur1.1			Inga laurina
GCA_963242795.1	drIngLeio1.1			Inga leiocalycina
GCA_963210345.1	drIngOers1.1			Inga oerstediana
GCA_002525835.2	ipoBat4			Ipomoea batatas
GCF_001879475.1	Asagao_1.1	NCBI Ipomoea nil Annotation Release 100	2016-11-25	Ipomoea nil
GCA_009835305.1	UM_IpPur_1.0			Ipomoea purpurea
GCA_003576665.1	ASM357666v1			Ipomoea trifida
GCF_003576645.1	ASM357664v1	NCBI Ipomoea triloba Annotation Release 100	2019-10-11	Ipomoea triloba
GCA_036927795.1	lsIriMacr1.0.hap1			Iris macrosiphon
GCA_029216955.1	ASM2921695v1	Annotation submitted by Novartis AG	2023-07-27	Iris pallida
GCA_028566135.1	ASM2856613v1			Iris sibirica
GCA_025631175.1	ASM2563117v1			Iris virginica
GCA_900406415.1	ASM90040641v1			Isatis lusitanica
GCA_010577795.1	ASM1057779v1			Isatis tinctoria
GCA_014898725.1	JACO_1.0			Jacaranda copaia
GCA_018894105.1	Jmimo_V1			Jacaranda mimosifolia
GCA_003996215.1	ASM399621v1			Jaltomata sinuosa
GCA_964059625.1	daJasMont1.hap1.1			Jasione montana
GCA_018223645.1	ASM1822364v1			Jasminum sambac
GCF_014843425.1	RJC1_Hi-C	NCBI Jatropha curcas Annotation Release 102	2020-11-06	Jatropha curcas
GCA_948099535.1	Jm-MOBOT1985-0884-1-DRAFT-NextGenCassava-1.0			Jatropha multifida
GCA_947857235.1	Jp-NYBG654-70B-DRAFT-NextGenCassava-1.0			Jatropha podagrica
GCA_023349395.1	dhJugCali1.0.p			Juglans californica
GCA_003122765.1	ASM312276v1			Juglans cathayensis
GCA_961763995.1	jcinerea.fasta.gz			Juglans cinerea
GCA_003123825.1	ASM312382v1			Juglans hindsii
GCA_022457165.1	NFU_Jman_1.0			Juglans mandshurica
GCA_003123845.1	ASM312384v1			Juglans microcarpa
GCF_004785595.1	Jm3101_v1.0	NCBI Juglans microcarpa x Juglans regia Annotation Release 100	2021-04-29	Juglans microcarpa x Juglans regia
GCA_002916485.2	ASM291648v2			Juglans nigra
GCF_001411555.2	Walnut 2.0	NCBI Juglans regia Annotation Release 101	2020-07-27	Juglans regia
GCA_003123805.1	ASM312380v1			Juglans sigillata
GCA_027726005.1	MPIPZ_junEff1m_1	Annotation submitted by Max-Planck institute for plant breeding research	2023-01-12	Juncus effusus
GCA_024447665.1	MSU_JuInfl_1.0			Juncus inflexus
GCA_037974815.1	ASM3797481v1			Kaempferia elegans
GCA_037974795.1	ASM3797479v1			Kaempferia galanga
GCA_037177295.1	ASM3717729v1			Kaempferia parviflora
GCA_037177415.1	ASM3717741v1			Kaempferia rotunda
GCA_002312845.1	K_fedtschenkoi_M2_v1			Kalanchoe fedtschenkoi
GCA_037832225.1	SYSU_Kacand			Kandelia candel
GCA_021464305.1	ASM2146430v1			Kandelia obovata
GCA_900406395.1	ASM90040639v1			Kernera saxatilis
GCA_900322205.1	ASM90032220v1			Kewa caespitosa
GCA_032402905.1	ASM3240290v1			Khaya senegalensis
GCA_014058105.1	ASM1405810v1	Annotation submitted by Chinese Academy of Sciences	2020-08-04	Kingdonia uniflora
GCA_037693485.1	ASM3769348v1			Kitagawia praeruptora
GCA_030378225.1	ASM3037822v1			Knoxia roxburghii
GCA_039519145.1	ASM3951914v1			Kokia cookei
GCA_002814295.2	ASM281429v2			Kokia drynarioides
GCA_039519135.1	ASM3951913v1			Kokia kauaiensis
GCA_030347555.1	ILRI_Lpur			Lablab purpureus
GCA_949927565.1	Lactuca_saligna	Annotation submitted by WAGENINGEN UNIVERSITY	2023-04-28	Lactuca saligna
GCF_002870075.4	Lsat_Salinas_v11	GCF_002870075.4-RS_2022_12	2022-12-16	Lactuca sativa
GCA_928212115.1	Lvir_assembly_v4	Annotation submitted by WAGENINGEN UNIVERSITY	2023-03-02	Lactuca virosa
GCA_002890555.2	ZAAS_Lsic_2.0			Lagenaria siceraria
GCA_025802135.1	ASM2580213v1			Lagerstroemia fauriei
GCA_037672795.1	ASM3767279v1			Lagerstroemia speciosa
GCA_037954665.1	ASM3795466v1			Laguncularia racemosa
GCA_964059565.1	daLamAmpl1.hap1.1			Lamium amplexicaule
GCA_037501455.1	LcamUF-T48.hap2			Lantana camara
GCA_963966055.1	drLatApha1.1			Lathyrus aphaca
GCA_963859935.3	JIC_Lsat_v2.1.1	Annotation submitted by John Innes Centre	2024-02-09	Lathyrus sativus
GCA_022829125.1	ASM2282912v1			Lathyrus tuberosus
GCA_028984105.1	UGA_lav_v1			Lavandula angustifolia
GCA_000411055.1	VEGI_LA_v_1.0			Leavenworthia alabamica
GCA_000325765.3	Lperr_V1.4			Leersia perrieri
GCA_024174645.1	Salk_lm5633_a03			Lemna minuta
GCA_029784005.1	LspMR_v1			Lenwebbia sp. NSW1173648
GCA_026898415.1	MSU_Leonotis_leonurus_v1.0			Leonotis leonurus
GCA_030762865.1	ASM3076286v1			Leonurus japonicus
GCA_900406405.1	ASM90040640v1			Lepidium africanum
GCA_040207345.1	Final_corrected_assemly_genome			Lepidium apetalum
GCA_900406435.1	ASM90040643v1			Lepidium aucheri
GCA_009757365.2	ASM975736v2			Lepidium campestre
GCA_963920545.1	ddLepDidy1.1			Lepidium didymum
GCA_023374145.1	ASM2337414v1			Lepidium sativum
GCA_016801395.1	O1			Leptodermis oblonga
GCA_037834515.1	KNA_Les_cu_1			Lespedeza cuneata
GCA_037074615.1	ASM3707461v1			Leucaena leucocephala
GCA_963555705.1	daLigVulg1.1			Ligustrum vulgare
GCA_031763035.1	ASM3176303v1			Lilium candidum
GCA_901111325.1	Limeum_aethiopicum_v1			Limeum aethiopicum
GCA_036936605.1	dmLimDoug1.0.hap1			Limnanthes douglasii subsp. nivea
GCA_023374045.1	SDNU_Libico_1.0			Limonium bicolor
GCA_023055425.1	ddLinParr1.0.p			Linanthus parryae
GCA_948329865.1	daLinVulg1.1			Linaria vulgaris
GCA_028392965.1	V1.4			Lindernia subracemosa
GCA_004919715.1	ASM491971v1			Linderniella brevidens
GCA_010665285.1	ASM1066528v1			Linum bienne
GCA_034768395.1	NDSU_LiLewi_1.0			Linum lewisii
GCA_946122785.1	Linum_tenue_thrum_v1	Annotation submitted by Stockholm University	2022-09-02	Linum tenue
GCA_964030455.1	Ltrigynum_genome	Annotation submitted by Stockholm University	2024-05-03	Linum trigynum
GCA_030674075.2	EIMB_LUsi_3896_2.0			Linum usitatissimum
GCA_037834125.1	ASM3783412v1			Lippia alba
GCA_039720395.1	ZJU_Lfor_1.0	Annotation submitted by Zhejiang University	2024-05-24	Liquidambar formosana
GCA_003013855.2	NJFU_Lchi_2.0			Liriodendron chinense
GCA_019925255.1	SCAU_Lch_v2.0			Litchi chinensis
GCA_040182985.1	ASM4018298v1	Annotation submitted by Institute of Chinese Materia Medica, China Academy of Chinese Medicine Sciences	2024-06-14	Lithocarpus litseifolius
GCA_033629205.1	ASM3362920v1			Lithocarpus polystachyus
GCA_019722365.1	PUR_Leryth_1.0	Annotation submitted by Purdue University	2021-08-18	Lithospermum erythrorhizon
GCA_012931725.1	ASM1293172v1			Litsea cubeba
GCA_028566635.1	ASM2856663v1			Lobelia cardinalis
GCA_963921325.1	daLogMini1.1			Logfia minima
GCA_030979885.1	Rabiosa unphased assembly	Annotation submitted by Molecular Plant Breeding Group, ETH Zurich	2023-08-30	Lolium multiflorum
GCF_019359855.1	MPB_Lper_Kyuss_1697	NCBI Lolium perenne Annotation Release 100	2022-10-26	Lolium perenne
GCA_019359855.2	Kyuss_2.0			Lolium perenne
GCF_022539505.1	APGP_CSIRO_Lrig_0.1	NCBI Lolium rigidum Annotation Release 100	2022-03-23	Lolium rigidum
GCA_021464415.1	ASM2146441v1			Lonicera japonica
GCA_002740545.1	Lsch_v1.3			Lophocereus schottii
GCF_012489685.1	LjGifu_v1.2	GCF_012489685.1-RS_2023_06	2023-06-21	Lotus japonicus
GCA_036850905.1	ASM3685090v1			Luffa acutangula
GCA_017139565.1	ASM1713956v1			Luffa aegyptiaca
GCA_024138015.1	Lumnitzera_littorea_10x_Hi-C			Lumnitzera littorea
GCA_024138005.1	Lumnitzera_racemosa_SMRT_Hi-C			Lumnitzera racemosa
GCA_009771035.1	CNRS_Lalb_1.0	Annotation submitted by White lupin genome	2019-12-20	Lupinus albus
GCF_001865875.1	LupAngTanjil_v1.0	NCBI Lupinus angustifolius Annotation Release 100	2016-12-07	Lupinus angustifolius
GCA_964019355.1	C195_Genome	Annotation submitted by Centro de Genomica Nutricional Agrocuicola	2024-03-29	Lupinus luteus
GCA_030449905.1	ASM3044990v1			Luvunga scandens
GCA_946800325.1	lpLuzSylv1.1			Luzula sylvatica
GCF_019175385.1	ASM1917538v2	GCF_019175385.1-RS_2023_10	2023-10-20	Lycium barbarum
GCF_029784015.1	AGI_CSIRO_Lferr_CH_V1	GCF_029784015.1-RS_2023_09	2023-09-07	Lycium ferocissimum
GCF_013358625.1	SCU_Mint_v3	NCBI Macadamia integrifolia Annotation Release 100	2021-07-19	Macadamia integrifolia
GCA_022985045.1	ASM2298504v1			Macadamia tetraphylla
GCA_949673435.1	SAMN08770805-DRAFT-NextGenCassava-1.0			Macaranga tanarius
GCA_900322265.1	ASM90032226v1			Macarthuria australis
GCA_002174775.1	MC_HNAU_1.0	Annotation submitted by Chinese Academy of Agricultural Sciences	2017-06-07	Macleaya cordata
GCA_016859785.1	MUN_r1.11			Macrotyloma uniflorum
GCA_003571905.1	ASM357190v1			Magnolia ashei
GCA_030180095.1	ASM3018009v1			Magnolia changhungtana
GCA_037074715.1	ASM3707471v1			Magnolia kwangsiensis
GCA_021015155.1	ASM2101515v1			Magnolia officinalis
GCF_029962835.1	MsV1	GCF_029962835.1-RS_2023_07	2023-07-13	Magnolia sinica
GCA_025802435.1	ASM2580243v1			Magnolia virginiana
GCF_029873635.1	ASM2987363v1	GCF_029873635.1-RS_2023_07	2023-07-03	Malania oleifera
GCA_949634005.1	SAMN08770392-DRAFT-NextGenCassava-1.0			Mallotus japonicus
GCA_947683625.1	Mn-MIA8875-DRAFT-NextGenCassava-1.0			Mallotus nudiflorus
GCA_949671775.1	SAMN08770936-DRAFT-NextGenCassava-1.0			Mallotus repandus
GCA_033882615.1	MA			Malus asiatica
GCA_006547085.1	Malus_baccata_v1.0	Annotation submitted by Northwest A&F University	2019-07-03	Malus baccata
GCF_002114115.1	ASM211411v1	NCBI Malus domestica Annotation Release 102	2019-04-26	Malus domestica
GCA_035220775.1	Mfusca_Hap1_v1.0			Malus fusca
GCA_036220445.1	ASM3622044v1			Malus hybrid cultivar
GCA_033962825.2	MM106 haploid consensus genome			Malus hybrid rootstock
GCA_033883245.1	MO			Malus orientalis
GCA_028456135.1	Malus_sieversii.altA			Malus sieversii
GCF_916048215.2	drMalSylv7.2	NCBI Malus sylvestris Annotation Release 100	2022-08-17	Malus sylvestris
GCA_916048215.3	drMalSylv7.3			Malus sylvestris
GCA_963082935.1	drMalRobu1.1			Malus x robusta
GCA_024706555.1	ASM2470655v1			Mandevilla sanderi x Mandevilla atroviolacea
GCF_011075055.1	CATAS_Mindica_2.1	NCBI Mangifera indica Annotation Release 100	2021-10-15	Mangifera indica
GCF_001659605.2	M.esculenta_v8	NCBI Manihot esculenta Annotation Release 101	2021-09-20	Manihot esculenta
GCA_035583425.1	ASM3558342v1			Marsdenia floribunda
GCA_946800305.1	drMedArab1.1			Medicago arabica
GCA_958299785.1	drMedLupu1.1			Medicago lupulina
GCA_018208015.1	ASM1820801v1			Medicago ruthenica
GCF_003473485.1	MtrunA17r5.0-ANR	NCBI Medicago truncatula Annotation Release 102	2021-02-19	Medicago truncatula
GCA_019926035.1	SCU_Malt_1			Melaleuca alternifolia
GCA_030064385.1	Mqui_v1_hapA			Melaleuca quinquenervia
GCA_023653495.1	Mcan_v2	Annotation submitted by Sun Yat-sen University	2022-06-07	Melastoma candidum
GCA_029817715.1	ASM2981771v1			Melastoma dodecandrum
GCA_029816415.1	ASM2981641v1			Melastoma malabathricum subsp. normale
GCA_029817735.1	ASM2981773v1			Melastoma sanguineum
GCA_028052125.1	Melaze_AO_1.1	Annotation submitted by John Innes Centre	2023-01-27	Melia azedarach
GCA_036897605.1	ASM3689760v1			Melianthus villosus
GCA_036346265.1	KIB_Mbac_1			Melocanna baccifera
GCA_001642375.2	Mlong_CMEN585_v3			Mentha longifolia
GCF_937616625.2	ddMerAnnu1.2	GCF_937616625.2-RS_2023_05	2023-05-10	Mercurialis annua
GCA_030267885.1	Mcrystallinum_1.0			Mesembryanthemum crystallinum
GCA_001662345.2	Mpo_2.0			Metrosideros polymorpha var. glaberrima
GCA_017589505.3	Sago_v3			Metroxylon sagu
GCA_030664755.1	ASM3066475v1			Microcos paniculata
GCA_022036555.1	ASM2203655v1			Microstegium vimineum
GCA_900322245.1	ASM90032224v1			Microtea debilis
GCA_902728155.2	Merr_genes	Annotation submitted by Senckenberg Biodiversity and Climate Research Center, Frankfurt am Main	2020-02-13	Microthlaspi erraticum
GCA_009363875.1	ASM936387v1	Annotation submitted by Agricultural Genomics institute at Shenzhen	2019-10-28	Mikania micrantha
GCA_037074515.1	ASM3707451v1			Mimosa bimucronata
GCA_029929735.1	Mimpud_MpudA1P6v1			Mimosa pudica
GCA_040113135.1	ASM4011313v1			Mimulus sookensis
GCA_019320115.1	ASM1932011v1			Miscanthus floridulus
GCA_904845875.1	Mlu_assembly	Annotation submitted by NCGR	2020-10-12	Miscanthus lutarioriparius
GCA_002993905.1	Msac_v3			Miscanthus sacchariflorus
GCA_946800315.1	daMisOron1.1			Misopates orontium
GCA_024721245.1	ASM2472124v1			Mitragyna speciosa
GCA_964106765.1	dcMoeTrin1.hap1.1			Moehringia trinervia
GCF_001995035.1	ASM199503v1	NCBI Momordica charantia Annotation Release 100	2017-08-10	Momordica charantia
GCA_028566335.1	ASM2856633v1			Monarda citriodora
GCA_034509125.1	ASM3450912v1			Monilaria moniliformis
GCA_002855965.1	monotropa1.0			Monotropa hypopitys
GCA_036897685.1	ASM3689768v1			Monsonia emarginata
GCA_003952965.2	Mru_ZJU_2	Annotation submitted by Zhejiang University	2020-09-23	Morella rubra
GCA_905132765.1	Moricandia_arvensis_assemly			Moricandia arvensis
GCA_905132885.1	Moricandia_moricandioides_assemly			Moricandia moricandioides
GCA_021397835.1	ASM2139783v1			Moringa oleifera
GCA_012066045.3	ASM1206604v3			Morus alba
GCA_029231665.1	JNU_Mind_1.1			Morus indica
GCF_000414095.1	ASM41409v2	NCBI Morus notabilis Annotation Release 100	2018-02-22	Morus notabilis
GCA_025330945.1	ASM2533094v1			Mucuna pruriens
GCA_025617385.1	AGM_Bkoe_4.1			Murraya koenigii
GCA_030449075.1	ASM3044907v1			Murraya paniculata
GCF_036884655.1	Cavendish_Baxijiao_AAA	GCF_036884655.1-RS_2024_05	2024-05-01	Musa acuminata AAA Group
GCF_000313855.2	ASM31385v2	NCBI Musa acuminata Annotation Release 101	2016-10-14	Musa acuminata subsp. malaccensis
GCA_004837865.1	BananaB_V1	Annotation submitted by Institute of Tropical Bioscience and Biotechnology	2019-07-09	Musa balbisiana
GCA_024322285.1	ASM2432228v1			Musa beccarii
GCA_001649415.1	ASM164941v1			Musa itinerans
GCA_900464855.2	mschizocarpa_assembly_v2			Musa schizocarpa
GCA_023547065.1	ASM2354706v1	Annotation submitted by Chinese Academy of Tropical Agricultural Sciences	2022-05-25	Musa troglodytarum
GCA_963930655.1	dhMyrGale1.1			Myrica gale
GCA_032191725.1	ASM3219172v1			Narcissus pseudonarcissus
GCA_963920575.1	ldNarOssi1.1			Narthecium ossifragum
GCA_963854855.1	ddNasOffi1.1			Nasturtium officinale
GCA_022828595.1	ASM2282859v1			Nelumbo lutea
GCF_000365185.1	Chinese Lotus 1.1	NCBI Nelumbo nucifera Annotation Release 101	2016-11-10	Nelumbo nucifera
GCA_029959085.1	daNemMenz1.0.hap1			Nemophila menziesii
GCA_030760725.1	lpNeoColu1.0.hap1			Neostapfia colusana
GCA_028571085.2	ASM2857108v2			Nepenthes alata
GCA_033239525.1	ASM3323952v1	Annotation submitted by University of WÃ¼rzburg	2023-06-16	Nepenthes gracilis
GCA_025585075.1	ASM2558507v1			Nepenthes mirabilis
GCA_021234005.1	ASM2123400v1			Nephelium lappaceum
GCF_001879085.1	NIATTr2	NCBI Nicotiana attenuata Annotation Release 100	2016-11-28	Nicotiana attenuata
GCA_034376525.1	ASM3437652v1			Nicotiana benthamiana
GCA_026770625.1	ASM2677062v1			Nicotiana glauca
GCA_005239525.1	ASM523952v1			Nicotiana knightiana
GCA_032618575.1	ASM3261857v1			Nicotiana noctiflora
GCA_002018475.1	NIOBT.version3			Nicotiana obtusifolia
GCA_000715115.1	Noto			Nicotiana otophora
GCA_005239505.1	ASM523950v1			Nicotiana paniculata
GCA_005239535.1	ASM523953v1			Nicotiana rustica
GCF_000393655.1	Nsyl	NCBI Nicotiana sylvestris Annotation Release 100	2014-10-16	Nicotiana sylvestris
GCA_000393655.2	ASM39365v2			Nicotiana sylvestris
GCF_000715135.1	Ntab-TN90	NCBI Nicotiana tabacum Annotation Release 100	2016-04-26	Nicotiana tabacum
GCF_000390325.2	Ntom_v01	NCBI Nicotiana tomentosiformis Annotation Release 102	2020-04-15	Nicotiana tomentosiformis
GCA_000390325.3	ASM39032v3			Nicotiana tomentosiformis
GCA_005239495.1	ASM523949v1			Nicotiana undulata
GCA_003254905.1	ASM325490v1			Nissolia schottii
GCA_900406465.1	ASM90040646v1			Noccaea caerulescens
GCA_900406475.1	ASM90040647v1			Noccaea goesingensis
GCA_002091855.1	Nnimmo_assembly01			Nothapodytes nimmoniana
GCA_030021035.2	ASM3002103v2			Notholithocarpus densiflorus
GCA_963692815.1	Parijat			Nyctanthes arbor-tristis
GCA_008638375.1	ASM863837v1	Annotation submitted by Nyssa sinensis	2019-09-24	Nyssa sinensis
GCA_003254975.1	ASM325497v1			Ochetophila trinervis
GCA_001278415.1	OciTen1.0			Ocimum tenuiflorum
GCA_900406245.1	Illumina short-read assembly of Alyssum argenteum			Odontarrhena argentea
GCA_037349345.1	drOemCera1_p1.0			Oemleria cerasiformis
GCA_008931105.1	ASM893110v1			Oenanthe javanica
GCA_028671895.1	ASM2867189v1			Oenanthe sinensis
GCA_025802395.1	ASM2580239v1			Oenothera biennis
GCA_949775105.1	Ocorymbosa-M15.v1	Annotation submitted by nanyang technological university	2023-04-05	Oldenlandia corymbosa var. corymbosa
GCF_002742605.1	O_europaea_v1	NCBI Olea europaea var. sylvestris Annotation Release 100	2017-11-09	Olea europaea var. sylvestris
GCA_036346145.1	KIB_Olat_2			Olyra latifolia
GCA_949677035.1	Od-MOBOT-1997-2689-1-DRAFT-NextGenCassava-1.0			Omphalea diandra
GCA_016586305.1	Opu_r1.4			Ophiorrhiza pumila
GCA_029884605.1	ASM2988460v1			Ormosia emarginata
GCA_029884595.1	ASM2988459v1			Ormosia semicastrata
GCA_033398695.1	ASM3339869v1			Orobanche coerulescens
GCA_001182835.1	Oropetium_genomic_20141112			Oropetium thomaeum
GCA_030180135.1	ASM3018013v1			Orychophragmus violaceus
GCA_019925245.2	MQ-UA-ANU_Oaus-KR_2.0			Oryza australiensis
GCA_000182155.4	ObarRS3			Oryza barthii
GCF_000231095.2	ObraRS2	NCBI Oryza brachyantha Annotation Release 102	2021-04-01	Oryza brachyantha
GCA_030770085.1	ASM3077008v1			Oryza coarctata
GCF_000147395.1	OglaRS2	NCBI Oryza glaberrima Annotation Release 100	2022-11-18	Oryza glaberrima
GCA_000576495.2	OgluRS3			Oryza glumipatula
GCA_009805545.1	ASM980554v1			Oryza longistaminata
GCA_000338895.3	OmerRS3			Oryza meridionalis
GCA_003991445.1	ASM399144v1			Oryza meyeriana var. granulata
GCA_000576065.2	OnivRS2			Oryza nivara
GCA_008326285.1	Oryza_officinalis_v1.0			Oryza officinalis
GCA_000573905.2	OpunRS2			Oryza punctata
GCA_023541355.1	O. rufipogonIRGC106523RS1			Oryza rufipogon
GCF_001433935.1	IRGSP-1.0	NCBI Oryza sativa Japonica Group Annotation Release 102	2018-08-03	Oryza sativa Japonica Group
GCA_019395295.1	O.fragrans.LYG.hic.fasta			Osmanthus fragrans
GCA_036346275.1	KIB_Ogla_1			Otatea glauca
GCA_037367405.1	ASM3736740v1			Ottelia alismoides
GCA_024708375.1	oxalis_stricta_v0.1			Oxalis stricta
GCA_029168935.1	ASM2916893v1			Oxyria digyna
GCA_020916435.1	ASM2091643v1			Oxytropis ochrocephala
GCA_002740445.1	Ppri_v1.3			Pachycereus pringlei
GCA_026544285.1	ASM2654428v1			Pachyrhizus erosus
GCA_031762675.1	ASM3176267v1			Pachysandra terminalis
GCA_032362305.1	ASM3236230v1			Paeonia lactiflora
GCA_020205605.1	ASM2020560v1			Panax ginseng
GCA_020205505.1	ASM2020550v1			Panax japonicus
GCA_016801055.1	ASM1680105v1			Panax notoginseng
GCA_020205615.1	ASM2020561v1			Panax quinquefolius
GCA_020205555.1	ASM2020555v1			Panax stipuleanatus
GCF_002211085.1	PHallii_v3.1	NCBI Panicum hallii Annotation Release 100	2018-07-25	Panicum hallii
GCA_032594955.1	BC332			Panicum miliaceum
