Authors,Article Title,Source Title,DOI,Publication Year,First Author Origin,Senior Author Origin,Sampled Focal Taxa Range,Sequencing Method,Study Focus,Comments
"Sampaio, Marta; Velo-Anton, Guillermo; Martinez-Freiria, Fernando; Sanchez-Vialas, Alberto; Pleguezuelos, Juan Manuel; Geniez, Philippe; Crochet, Pierre-Andre; Brito, Jose Carlos",Beyond the comfort zone: amphibian diversity and distribution in the West Sahara-Sahel using mtDNA and nuDNA barcoding and spatial modelling,CONSERVATION GENETICS,10.1007/s10592-021-01331-8,2021,Global North,Global North,Global South,Sanger Sequencing,Identification / Sexing / Taxonomy / Systematics,
"Scofield, R. P.; Wood, J. R.; de Nascimento, L.; Robertson, H. A.; Colbourne, R. M.; De Pietri, V. L.; Innes, J.; Weir, J. T.",Identification of the type locality of the South Island Brown Kiwi Apteryx australis A nomenclatural framework for the Southern Tokoeka and an insight into the movements of sealers in the early 19th century,CONSERVATION GENETICS,10.1007/s10592-021-01349-y,2021,Global North,Global North,Global North,Reduced Representation,Identification / Sexing / Taxonomy / Systematics,
"Shi, Yue; Hoareau, Yves; Reese, Ellen M.; Wasser, Samuel K.",Prey partitioning between sympatric wild carnivores revealed by DNA metabarcoding: a case study on wolf (Canis lupus) and coyote (Canis latrans) in northeastern Washington,CONSERVATION GENETICS,10.1007/s10592-021-01337-2,2021,Global North,Global North,Global North,Sanger Sequencing,Identification / Sexing / Taxonomy / Systematics,Illumina / 12S rRNA
"Silver, Luke W.; Hogg, Carolyn J.; Wright, Belinda R.; Grueber, Catherine E.",Genomics for conservation: a case study of behavioral genes in the Tasmanian devil,CONSERVATION GENETICS,10.1007/s10592-021-01354-1,2021,Global North,Global North,Global North,WGS,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Stark, Tiara E.; Simoes, Nuno; Daly, Marymegan",Phylogeography and genetic diversity of the commercially-collected Caribbean blue-legged hermit crab (Clibanarius tricolor),CONSERVATION GENETICS,10.1007/s10592-021-01348-z,2021,Global North,Global North,Both (Shared Resident),Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,
"Steele, Stephanie E.; Ryder, Oliver A.; Maschinski, Joyce",RNA-Seq reveals adaptive genetic potential of the rare Torrey pine (Pinus torreyana) in the face of Ips bark beetle outbreaks,CONSERVATION GENETICS,10.1007/s10592-021-01394-7,2021,Global North,Global North,Global North,Reduced Representation,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Sujii, Patricia Sanae; Tambarussi, Evandro Vagner; Grando, Carolina; de Aguiar Silvestre, Ellida; Viana, Joao Paulo Gomes; Brancalion, Pedro H. S.; Zucchi, Maria Imaculada",High gene flow through pollen partially compensates spatial limited gene flow by seeds for a Neotropical tree in forest conservation and restoration areas,CONSERVATION GENETICS,10.1007/s10592-021-01344-3,2021,Global South,Global South,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Tarlinton, R. E.; Fabijan, J.; Hemmatzadeh, F.; Meers, J.; Owen, H.; Sarker, N.; Seddon, J. M.; Simmons, G.; Speight, N.; Trott, D. J.; Woolford, L.; Emes, R. D.",Transcriptomic and genomic variants between koala populations reveals underlying genetic components to disorders in a bottlenecked population,CONSERVATION GENETICS,10.1007/s10592-021-01340-7,2021,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Trumbo, Daryl R.; Funk, W. Chris; Pauly, Gregory B.; Robertson, Jeanne M.",Conservation genetics of an island-endemic lizard: low Ne and the critical role of intermediate temperatures for genetic connectivity,CONSERVATION GENETICS,10.1007/s10592-021-01362-1,2021,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Vaculna, Lucie; Majesky, Lubos; Ali, Tahir; Seregin, Alexey P.; Prausova, Romana; Kapler, Adam; Iakushenko, Dmytro; Thines, Marco; Kitner, Miloslav",Genetic structure of endangered species Adenophora liliifolia and footprints of postglacial recolonisation in Central Europe,CONSERVATION GENETICS,10.1007/s10592-021-01396-5,2021,Global North,Global North,Global North,Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,
"Wagner, Natascha D.; Clements, Mark A.; Simpson, Lalita; Nargar, Katharina",Conservation in the face of hybridisation: genome-wide study to evaluate taxonomic delimitation and conservation status of a threatened orchid species,CONSERVATION GENETICS,10.1007/s10592-020-01325-y,2021,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,Hybridization / delimitation focus
"Walton, Zea; Hagenlund, Mari; Ostbye, Kjartan; Samelius, Gustaf; Odden, Morten; Norman, Anita; Willebrand, Tomas; Spong, Goran","Moving far, staying close: red fox dispersal patterns revealed by SNP genotyping",CONSERVATION GENETICS,10.1007/s10592-021-01332-7,2021,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Weaving, Angela; Jackson, Hazel A.; Nicholls, Michael K.; Franklin, Jon; Vega, Rodrigo",Conservation genetics of regionally extinct peregrine falcons (Falco peregrinus) and unassisted recovery without genetic bottleneck in southern England,CONSERVATION GENETICS,10.1007/s10592-020-01324-z,2021,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Wendt, Alexander; Haas, Carola A.; Gorman, Thomas; Roberts, James H.",Metapopulation genetics of endangered reticulated flatwoods salamanders (Ambystoma bishopi) in a dynamic and fragmented landscape,CONSERVATION GENETICS,10.1007/s10592-021-01367-w,2021,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"White, Shannon L.; Kazyak, David C.; Darden, Tanya L.; Farrae, Daniel J.; Lubinski, Barbara A.; Johnson, Robin L.; Eackles, Michael S.; Balazik, Matthew T.; Iii, Harold M. Brundage; Fox, Adam G.; Fox, Dewayne A.; Hager, Christian H.; Kahn, Jason E.; Wirgin, Isaac I.",Establishment of a microsatellite genetic baseline for North American Atlantic sturgeon (Acipenser o. oxyrhinchus) and range-wide analysis of population genetics,CONSERVATION GENETICS,10.1007/s10592-021-01390-x,2021,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Worth, James R. P.; Marthick, James R.; Harrison, Peter A.; Sakaguchi, Shota; Jordan, Gregory J.",The palaeoendemic conifer Pherosphaera hookeriana (Podocarpaceae) exhibits high genetic diversity despite Quaternary range contraction and post glacial bottlenecking,CONSERVATION GENETICS,10.1007/s10592-021-01338-1,2021,Global North,Global North,Global North,Other,Population Structure / Gene Flow / Diversity / Demographic History,SSRs
"Xuereb, Amanda; D'Aloia, Cassidy C.; Andrello, Marco; Bernatchez, Louis; Fortin, Marie-Josee",Incorporating putatively neutral and adaptive genomic data into marine conservation planning,CONSERVATION BIOLOGY,10.1111/cobi.13609,2021,Global North,Global North,Global North,Reduced Representation,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Yannic, G.; Helfer, V; Sermier, R.; Schmidt, B. R.; Fumagalli, L.",Fine scale genetic structure in fire salamanders (Salamandra salamandra) along a rural-to-urban gradient,CONSERVATION GENETICS,10.1007/s10592-021-01335-4,2021,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Zhang, Yuyong; Sun, Jiaxin; Shi, Lianyu; Yu, Hongxian; Jia, Zhiying",Population genetic pattern of the freshwater fish Amur sleeper (Perccottus glenii) across its native distribution area in China,CONSERVATION GENETICS,10.1007/s10592-020-01323-0,2021,Global South,Global South,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Akesson, Mikael; Flagstad, Oystein; Aspi, Jouni; Kojola, Ilpo; Liberg, Olof; Wabakken, Petter; Sand, Hakan",Genetic signature of immigrants and their effect on genetic diversity in the recently established Scandinavian wolf population,CONSERVATION GENETICS,10.1007/s10592-021-01423-5,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Albert, Eva M.; Garcia-Navas, Vicente",Population structure and genetic diversity of the threatened pygmy newt Triturus pygmaeus in a network of natural and artificial ponds,CONSERVATION GENETICS,10.1007/s10592-022-01437-7,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Aoki, Yuh; Nakajima, Souta; Nakamura, Futoshi","Genetic structure and diversity of amphidromous sculpin in Shiretoko, a mountainous peninsula in Japan",CONSERVATION GENETICS,10.1007/s10592-022-01472-4,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Austin, James D.; Gore, Jeffery A.; Hargrove, John S.; de Torrez, Elizabeth C. Braun; Carneiro, Celine M.; Ridgley, Frank N.; Wisely, Samantha M.",Strong population genetic structure and cryptic diversity in the Florida bonneted bat (Eumops floridanus),CONSERVATION GENETICS,10.1007/s10592-022-01432-y,2022,Global North,Global North,Both (Shared Resident),Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,"incorporated available samples from Jamaica, Cuba and Mexico "
"Barrett, Kimberley G.; Amaral, Genevieve; Elphinstone, Melanie; McAdie, Malcolm L.; Davis, Corey S.; Janes, Jasmine K.; Carnio, John; Moehrenschlager, Axel; Gorrell, Jamieson C.",Genetic management on the brink of extinction: sequencing microsatellites does not improve estimates of inbreeding in wild and captive Vancouver Island marmots (Marmota vancouverensis),CONSERVATION GENETICS,10.1007/s10592-022-01429-7,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,Reduced rep / microsatellite hybrid approach
"Beridze, Tamar; Boscari, Elisa; Scheele, Fleur; Edisherashvili, Tamari; Anderson, Cort; Congiu, Leonardo",Interspecific hybridization in natural sturgeon populations of the Eastern Black Sea: the consequence of drastic population decline?,CONSERVATION GENETICS,10.1007/s10592-021-01413-7,2022,Global South,Global North,Global South,Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,Hybridization
"Berrebi, Patrick; Jesensek, Dusan; Laporte, Martin; Crivelli, Alain J.",Restoring marble trout genes in the Soca River (Slovenia) Two decades of monitoring the introgression,CONSERVATION GENETICS,10.1007/s10592-022-01430-0,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,also mtDNA and allozymes
"Biswas, Suvankar; Bhatt, Supriya; Sarkar, Debanjan; Talukdar, Gautam; Pandav, Bivash; Mondol, Samrat","Assessing tiger corridor functionality with landscape genetics and modelling across Terai-Arc landscape, India",CONSERVATION GENETICS,10.1007/s10592-022-01460-8,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Brooks, Elodie; Slender, Amy L.; Cu, Suong; Breed, Martin F.; Stangoulis, James C. R.",A range-wide analysis of population structure and genomic variation within the critically endangered spiny daisy (Acanthocladium dockeri),CONSERVATION GENETICS,10.1007/s10592-022-01468-0,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Bylsma, Rian; Walkup, Danielle K.; Hibbitts, Toby J.; Ryberg, Wade A.; Black, Andrew N.; DeWoody, J. Andrew",Population genetic and genomic analyses of Western Massasauga (Sistrurus tergeminus ssp.): implications for subspecies delimitation and conservation,CONSERVATION GENETICS,10.1007/s10592-021-01420-8,2022,Global North,Global North,Both (Shared Resident),WGS,Population Structure / Gene Flow / Diversity / Demographic History,"Reduced representation to describe patterns, novel WGS for alignment and genotype aray design"
"Cabe, Paul R.; Frost, Morgan D. T.; Navalsky, Bradleigh E.; Loughman, Zachary J.","Investigations on origin and status of a Faxonius crayfish population in the upper James River Basin, Virginia",CONSERVATION GENETICS,10.1007/s10592-022-01442-w,2022,Global North,Global North,Global North,Sanger Sequencing,Identification / Sexing / Taxonomy / Systematics,
"Campbell, D. Cooper; Camak, D. T.; Piller, K. R.",Islands in the desert: assessing fine scale population genomic variation of a group of imperiled desert fishes,CONSERVATION GENETICS,10.1007/s10592-022-01457-3,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Capel, Samantha L. R.; Bouzat, Juan L.; Catchen, Julian M.; Johnson, Jeff A.; Dunn, Peter O.; Paige, Ken N.",Evaluating the genome-wide impacts of species translocations: the greater prairie-chicken as a case study,CONSERVATION GENETICS,10.1007/s10592-021-01412-8,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Carlson, Kara B.; Wcisel, Dustin J.; Ackerman, Hayley D.; Romanet, Jessica; Christiansen, Emily F.; Niemuth, Jennifer N.; Williams, Christina; Breen, Matthew; Stoskopf, Michael K.; Dornburg, Alex; Yoder, Jeffrey A.","Transcriptome annotation reveals minimal immunogenetic diversity among Wyoming toads, Anaxyrus baxteri",CONSERVATION GENETICS,10.1007/s10592-022-01444-8,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Cavedon, Maria; Poissant, Jocelyn; VonHoldt, Bridgett; Michalak, Anita; Hegel, Troy; Heppenheimer, Elizabeth; Hervieux, Dave; Neufeld, Lalenia; Polfus, Jean L.; Schwantje, Helen; Steenweg, Robin; Musiani, Marco",Population structure of threatened caribou in western Canada inferred from genome-wide SNP data,CONSERVATION GENETICS,10.1007/s10592-022-01475-1,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Clugston, James A. R.; Ruhsam, Markus; Kenicer, Gregory J.; Henwood, Murray; Milne, Richard; Nagalingum, Nathalie S.","Conservation genomics of an Australian cycad Cycas calcicola, and the Absence of Key Genotypes in Botanic Gardens",CONSERVATION GENETICS,10.1007/s10592-022-01428-8,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Connor, Thomas; Qiao, Maiju; Scribner, Kim; Zhang, Jindong; Hull, Vanessa; Bai, Wenke; Shortridge, Ashton; Li, Rengui; Zhang, Hemin; Liu, Jianguo",Complex effects of habitat amount and fragmentation on functional connectivity and inbreeding in a giant panda population,CONSERVATION BIOLOGY,10.1111/cobi.13828,2022,Global North,Global North,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Cunha, Regina L.; Costa, Adjany; Godinho, Filipa; Santos, Carmen; Castilho, Rita","Hidden diversity of the olive ridley sea turtle (Lepidochelys olivacea) from Angola, West Africa",CONSERVATION GENETICS,10.1007/s10592-021-01422-6,2022,Global North,Global North,Global South,Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,
"Derkarabetian, Shahan; Paquin, Pierre; Reddell, James; Hedin, Marshal","Conservation genomics of federally endangered Texella harvester species (Arachnida, Opiliones, Phalangodidae) from cave and karst habitats of central Texas",CONSERVATION GENETICS,10.1007/s10592-022-01427-9,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Doncheff Marques, Adam Joseph; Hanson, Jeffrey Owen; Camacho-Sanchez, Miguel; Martinez-Solano, Inigo; Moritz, Craig; Tarroso, Pedro; Velo-Anton, Guillermo; Verissimo, Ana; Carvalho, Silvia Benoliel",Range-wide genomic scans and tests for selection identify non-neutral spatial patterns of genetic variation in a non-model amphibian species (Pelobates cultripes),CONSERVATION GENETICS,10.1007/s10592-021-01425-3,2022,Global North,Global North,Global North,Reduced Representation,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Enloe, Carolyn; Cox, W. Andrew; Pandey, Akanksha; Taylor, Sabrina S.; Woltmann, Stefan; Kimball, Rebecca T.",Genome-wide assessment of population structure in Florida's coastal seaside sparrows,CONSERVATION GENETICS,10.1007/s10592-021-01411-9,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Feng, Xiu; Liu, Shenglin; Hansen, Michael M.","Demographic history of two endangered Atlantic eel species, Anguilla anguilla and Anguilla rostrata",CONSERVATION GENETICS,10.1007/s10592-022-01469-z,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Ferrante, Jason A.; Smith, Chase H.; Thompson, Laura M.; Hunter, Margaret E.",Genome-wide SNP analysis of three moose subspecies at the southern range limit in the contiguous United States,CONSERVATION GENETICS,10.1007/s10592-021-01402-w,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Flores-Manzanero, Alejandro; Valenzuela-Galvan, David; Cuaron, Alfredo D.; Vazquez-Dominguez, Ella",Conservation genetics of two critically endangered island dwarf carnivores,CONSERVATION GENETICS,10.1007/s10592-021-01401-x,2022,Global South,Global South,Global South,Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,
"Garrigue, Claire; Bonneville, Claire Daisy; Cleguer, Christophe; Oremus, Marc","Extremely Low mtDNA Diversity and High Genetic Differentiation Reveal the Precarious Genetic Status of Dugongs in New Caledonia, South Pacific",JOURNAL OF HEREDITY,10.1093/jhered/esac029,2022,Global South,Global South,Both (Shared Resident),Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,
"Gosse, Koffi Jules; Gonedele-Bi, Sery; Justy, Fabienne; Chaber, Anne-Lise; Kramoko, Bamba; Gaubert, Philippe",DNA-typing surveillance of the bushmeat in Cote d'Ivoire: a multi-faceted tool for wildlife trade management in West Africa,CONSERVATION GENETICS,10.1007/s10592-022-01474-2,2022,Global South,Global North,Global South,Sanger Sequencing,Identification / Sexing / Taxonomy / Systematics,
"Grant, Evan H. Campbell; Mulder, Kevin P.; Brand, Adrianne B.; Chambers, Douglas B.; Wynn, Addison H.; Capshaw, Grace; Niemiller, Matthew L.; Phillips, John G.; Jacobs, Jeremy F.; Kuchta, Shawn R.; Bell, Rayna C.",Speciation with gene flow in a narrow endemic West Virginia cave salamander (Gyrinophilus subterraneus),CONSERVATION GENETICS,10.1007/s10592-022-01445-7,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,also mtDNA
"Grubb, Brooke; Johansen, John W.; Blanton, Rebecca E.","Phylogeography and population genetics of a headwater-stream adapted crayfish, Cambarus pristinus (Decapoda: Cambaridae), from the Cumberland Plateau in Tennessee",CONSERVATION GENETICS,10.1007/s10592-022-01477-z,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"GuibingaMickala, Amour; Weber, Anna; Ntie, Stephan; Gahlot, Prakhar; Lehmann, David; Mickala, Patrick; Abernethy, Katherine; Anthony, Nicola","Estimation of the census (Nc) and effective (Ne) population size of a wild mandrill (Mandrillus sphinx) horde in the Lope National Park, Gabon using a non-invasive genetic approach",CONSERVATION GENETICS,10.1007/s10592-022-01458-2,2022,Global South,Global North,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Habibi, Ensieh; Miller, Michael R.; Gille, Daphne; Sanders, Leigh; Rodzen, Jeff; Aurniger, Grace M.; Stephens, Molly; Finger, Amanda J.",Genomics facilitates evaluation and monitoring of McCloud River Redband Trout (Oncorhynchus mykiss stonei),CONSERVATION GENETICS,10.1007/s10592-022-01453-7,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,Hybridization
"Hargrove, John S.; Kazyak, David C.; Lubinski, Barbara A.; Rogers, Karli M.; Bowers, Olivia K.; Fesenmyer, Kurt A.; Habera, Jim W.; Henegar, Jason",Landscape and stocking effects on population genetics of Tennessee Brook Trout,CONSERVATION GENETICS,10.1007/s10592-021-01404-8,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Harper, Katherine E.; Scheinberg, Lauren A.; Boyer, Katharyn E.; Sotka, Erik E.","Global distribution of cryptic native, introduced and hybrid lineages in the widespread estuarine amphipod Ampithoe valida",CONSERVATION GENETICS,10.1007/s10592-022-01452-8,2022,Global North,Global North,Both (Shared Resident),Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,mtDNA locus + SNP panel
"Harris, Audrey C.; Oyler-McCance, Sara J.; Fike, Jennifer A.; Fairchild, Matthew P.; Kennedy, Christopher M.; Crockett, Harry J.; Winkelman, Dana L.; Kanno, Yoichiro",Population genetics reveals bidirectional fish movement across the Continental Divide via an interbasin water transfer,CONSERVATION GENETICS,10.1007/s10592-022-01455-5,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Hepenstrick, Daniel; Zemp, Niklaus; Widmer, Alex; Holderegger, Rolf",Neither connectivity nor genetic diversity matter in the conservation of a rare fern and a moss on insular erratic boulders,CONSERVATION GENETICS,10.1007/s10592-021-01414-6,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Hoglund, Jacob; Bolender, Lucas; Cortazar-Chinarro, Maria; Meurling, Sara; Laurila, Anssi; Hermaniuk, Adam; Dufresnes, Christophe",Low neutral and immunogenetic diversity in northern fringe populations of the green toad Bufotes viridis: implications for conservation,CONSERVATION GENETICS,10.1007/s10592-021-01407-5,2022,Global North,Global South,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,Sweden / China author pair focused on European samples
"Hurt, Carla; Hildreth, Parker; Williams, Carl",A genomic perspective on the conservation status of the endangered Nashville crayfish (Faxonius shoupi),CONSERVATION GENETICS,10.1007/s10592-022-01438-6,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Jacobs, R.; Coetzer, W. G.; Grobler, J. P.",A phylogeographic assessment of the greater kudu (Tragelaphus strepsiceros) across South Africa,CONSERVATION GENETICS,10.1007/s10592-022-01464-4,2022,Global South,Global South,Global South,Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,
"Jorge, Rafael Filgueira; Lima, Albertina Pimentel; Stow, Adam James",Selection and localised genetic structure in the threatened Manauense Harlequin Frog (Bufonidae: Atelopus manauensis),CONSERVATION GENETICS,10.1007/s10592-022-01436-8,2022,Global South,Global North,Global South,Reduced Representation,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Kawamura, Kouichi; Miyake, Takuya; Smith, Carl","Population genetic structure and demographic history of Rhodeus atremius suigensis, an endangered bitterling in Japan",CONSERVATION GENETICS,10.1007/s10592-022-01461-7,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,also mtDNA and an MHC amplicon
"Kazyak, David C.; Aunins, Aaron W.; White, Shannon L.; Eackles, Michael S.; Knisley, C. Barry","Population genetics of three at-risk tiger beetles Habroscelimorpha dorsalis dorsalis, H. d. media, and Ellipsoptera puritana",CONSERVATION GENETICS,10.1007/s10592-022-01440-y,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Knipler, Monica L.; Dowton, Mark; Clulow, John; Meyer, Ninon; Mikac, Katarina M.",Genome-wide SNPs detect fine-scale genetic structure in threatened populations of squirrel glider Petaurus norfolcensis,CONSERVATION GENETICS,10.1007/s10592-022-01435-9,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Kusuma, Yayan Wahyu Candra; Matsuo, Ayumi; Suyama, Yoshihisa; Wanke, Stefan; Isagi, Yuji","Conservation genetics of three Rafflesia species in Java Island, Indonesia using SNP markers obtained from MIG-seq",CONSERVATION GENETICS,10.1007/s10592-022-01470-6,2022,Global South,Global North,Global South,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Lee, Jung-Hoon; Ong, Homervergel G.; Kim, Bo-Yun; Kim, Yong-In; Jung, Eui-Kwon; Chung, Myong Gi; Kim, Young-Dong",Population genomics study for the conservation management of the endangered shrub Abeliophyllum distichum,CONSERVATION GENETICS,10.1007/s10592-022-01447-5,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,South Korea
"Levine, Brenna A.; Hill, Robert. L.; Mendelson, Joseph R., III; Booth, Warren",Parentage assignment reveals multiple paternity in the critically-endangered Guatemalan beaded lizard (Heloderma charlesbogerti),CONSERVATION GENETICS,10.1007/s10592-022-01448-4,2022,Global North,Global North,Global South,Reduced Representation,Identification / Sexing / Taxonomy / Systematics,Samples from zoo animals. Parentage analysis
"Longo, Gary C.; Harms, John; Hyde, John R.; Craig, Matthew T.; Ramon-Laca, Ana; Nichols, Krista M.","Genome-wide markers reveal differentiation between and within the cryptic sister species, sunset and vermilion rockfish",CONSERVATION GENETICS,10.1007/s10592-021-01397-4,2022,Global North,Global North,Global North,Reduced Representation,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Lujan, Nathan K.; Colm, Julia E.; Weir, Jason T.; Montgomery, Fielding A.; Noonan, Brice P.; Lovejoy, Nathan R.; Mandrak, Nicholas E.",Genomic population structure of Grass Pickerel (Esox americanus vermiculatus) in Canada: management guidance for an at-risk fish at its northern range limit,CONSERVATION GENETICS,10.1007/s10592-022-01450-w,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Luo, Qianqian; Li, Fengqing; Yu, Longhua; Wang, Liyun; Xu, Gangbiao; Zhou, Zhichun",Genetic diversity of natural populations of Taxus mairei,CONSERVATION GENETICS,10.1007/s10592-021-01403-9,2022,Global South,Global South,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Lutz, Maiko L.; Sunnucks, Paul; Chapple, David G.; Gilligan, Dean; Lintermans, Mark; Pavlova, Alexandra","Strong bidirectional gene flow between fish lineages separated for over 100,000 years",CONSERVATION GENETICS,10.1007/s10592-022-01476-0,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,Hybridization focus
"Ma, Yongpeng; Liu, Detuan; Wariss, Hafiz Muhammad; Zhang, Rengang; Tao, Lidan; Milne, Richard, I; Sun, Weibang",Demographic history and identification of threats revealed by population genomic analysis provide insights into conservation for an endangered maple,MOLECULAR ECOLOGY,10.1111/mec.16289,2022,Global South,Global South,Global South,WGS,Population Structure / Gene Flow / Diversity / Demographic History,China
"Martins, Filipa M. S.; Godinho, Raquel; Palma, Luis","Cores, edges and beyond: insights into the phylogeography of frigatebirds with a focus on ultraperipheral and endemic populations",CONSERVATION GENETICS,10.1007/s10592-022-01466-2,2022,Global North,Global North,Both (Shared Resident),Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,Phylogeography. Global South populations sampled from museum specimens
"Miller, Allison K.; Timoshevskaya, Nataliya; Smith, Jeramiah J.; Gillum, Joanne; Sharif, Saeed; Clarke, Shannon; Baker, Cindy; Kitson, Jane; Gemmell, Neil J.; Alexander, Alana",Population Genomics of New Zealand Pouched Lamprey (kanakana; piharau; Geotria australis),JOURNAL OF HEREDITY,10.1093/jhered/esac014,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Misiewicz, Tracy M.; Hauser, Christopher; Carter, Benjamin E.","Population genetics, demographic and evolutionary history of the Dudley's lousewort (Pedicularis dudleyi), a rare redwood forest specialist",CONSERVATION GENETICS,10.1007/s10592-022-01433-x,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,also Sanger sequencing
"Monteiro, Waleria Pereira; Dalapicolla, Jeronymo; Carvalho, Carolina Silva; Veiga, Jamille Costa; Vasconcelos, Santelmo; Ramos, Silvio Junio; Gastauer, Markus; Jaffe, Rodolfo; Caldeira, Cecilio Frois",Genetic diversity and structure of an endangered medicinal plant species (Pilocarpus microphyllus) in eastern Amazon: implications for conservation,CONSERVATION GENETICS,10.1007/s10592-022-01454-6,2022,Global South,Global South,Global South,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
